week,group,deaths
2020-03-02,female,2
2020-03-09,female,1
2020-03-09,male,1
2020-03-16,female,1
2020-03-16,male,2
2020-03-23,female,6
2020-03-23,male,3
2020-03-30,female,3
2020-03-30,male,4
2020-04-06,female,1
2020-04-06,male,3
2020-04-13,female,2
2020-04-13,male,2
2020-04-20,female,2
2020-04-20,male,2
2020-04-27,female,1
2020-05-04,female,1
2020-05-18,male,1
2020-05-25,male,1
2020-06-01,male,1
2020-06-15,male,1
2020-06-29,male,2
2020-07-06,female,2
2020-07-27,female,2
